ID,Brand,Model,Type,Year,Age,KmDriven,Transmission,Owner,FuelType,AskPrice
C1269,Maruti Suzuki,Eeco,MPV,2022,2,66000,Manual,Second,Hybrid/CNG,525000
C1270,Maruti Suzuki,Celerio,Hatchback,2019,5,155000,Manual,Second,Hybrid/CNG,440000
C1271,Maruti Suzuki,Wagon-R,Hatchback,2018,6,19000,Automatic,First,Petrol,375000
C1272,Hyundai,Creta,SUV,2017,7,81000,Automatic,First,Petrol,725000
C1273,Hyundai,Aura,Sedan,2023,1,41000,Automatic,First,Hybrid/CNG,200000
C1274,Maruti Suzuki,Grand Vitara,SUV,2023,1,27000,Automatic,First,Hybrid/CNG,1670000
C1275,Tata,Nexon,SUV,2019,5,20000,Automatic,Second,Petrol,579000
C1276,Honda,City,Sedan,2020,4,33000,Automatic,First,Petrol,1185000
C1277,Maruti Suzuki,Celerio,Hatchback,2017,7,85000,Automatic,Second,Hybrid/CNG,305000
C1278,Maruti Suzuki,Wagon-R,Hatchback,2023,1,40000,Manual,Second,Hybrid/CNG,550000
C1279,Maruti Suzuki,Ertiga,MUV,2022,2,320000,Manual,Second,Hybrid/CNG,1075000
C1280,Maruti Suzuki,Ertiga,MUV,2021,3,49780,Manual,First,Petrol,894000
C1281,Renault,KWID,Hatchback,2017,7,42193,Automatic,Second,Petrol,390000
C1282,Maruti Suzuki,Celerio,Hatchback,2019,5,60000,Automatic,First,Hybrid/CNG,511000
C1283,Tata,Tiago,Hatchback,2020,4,58000,Automatic,First,Hybrid/CNG,575000
C1284,Maruti Suzuki,Wagon-R,Hatchback,2016,8,56000,Automatic,First,Petrol,525000
C1285,Maruti Suzuki,Wagon-R,Hatchback,2020,4,70000,Manual,First,Hybrid/CNG,425000
C1286,Hyundai,Alcazar,SUV,2022,2,72000,Automatic,First,Diesel,1545000
C1287,Maruti Suzuki,Eeco,MPV,2020,4,50000,Manual,Second,Petrol,475000
C1288,Maruti Suzuki,Celerio,Hatchback,2021,3,62000,Manual,First,Hybrid/CNG,450000
C1289,Maruti Suzuki,Eeco,MPV,2021,3,165000,Automatic,First,Hybrid/CNG,540000
C1290,Hyundai,Creta,SUV,2017,7,41000,Automatic,First,Hybrid/CNG,699000
C1291,Maruti Suzuki,Wagon-R,Hatchback,2018,6,286000,Automatic,First,Hybrid/CNG,245000
C1292,Honda,City,Sedan,2019,5,45000,Automatic,Second,Petrol,845000
C1293,Hyundai,Grand i10 Nios,Hatchback,2021,3,8000,Automatic,Second,Petrol,675000
C1294,Renault,KWID,Hatchback,2019,5,16000,Automatic,First,Petrol,420000
C1295,Maruti Suzuki,Baleno,Hatchback,2017,7,60000,Manual,Second,Petrol,500000
C1296,Maruti Suzuki,Ertiga,MUV,2019,5,68000,Manual,First,Hybrid/CNG,967000
C1297,Honda,City,Sedan,2016,8,79000,Automatic,Second,Petrol,675000
C1298,Tata,Altroz,Hatchback,2023,1,29000,Manual,First,Hybrid/CNG,875000
C1299,Maruti Suzuki,Eeco,MPV,2021,3,52000,Automatic,First,Hybrid/CNG,500000
C1300,Maruti Suzuki,Swift,Hatchback,2019,5,7000,Automatic,Second,Petrol,650000
C1301,Maruti Suzuki,Ertiga,MUV,2023,1,21000,Automatic,First,Hybrid/CNG,1260000
C1302,Mahindra,Thar,SUV,2022,2,52000,Manual,First,Diesel,1375000
C1303,Hyundai,Venue,SUV,2020,4,23000,Manual,First,Petrol,599000
C1304,Maruti Suzuki,Eeco,MPV,2024,0,25000,Automatic,First,Hybrid/CNG,850000
C1305,Maruti Suzuki,Baleno,Hatchback,2020,4,37800,Manual,First,Petrol,615000
C1306,Tata,Tiago,Hatchback,2020,4,58000,Automatic,First,Hybrid/CNG,475000
C1307,Mahindra,Scorpio N,SUV,2024,0,0,Manual,First,Diesel,1424700
C1308,Mahindra,Thar,SUV,2022,2,60000,Automatic,First,Diesel,1373000
C1309,Maruti Suzuki,Ertiga,MUV,2021,3,53000,Automatic,Second,Hybrid/CNG,950000
C1310,Hyundai,Verna,Sedan,2019,5,47500,Automatic,Second,Hybrid/CNG,785000
C1311,Hyundai,Aura,Sedan,2021,3,43000,Automatic,First,Hybrid/CNG,599000
C1312,Hyundai,Creta,SUV,2017,7,63441,Automatic,First,Petrol,950000
C1313,Honda,City,Sedan,2019,5,55000,Manual,First,Hybrid/CNG,825000
C1314,Nissan,Magnite,SUV,2022,2,30000,Automatic,Second,Petrol,750000
C1315,Kia,Seltos,SUV,2020,4,45759,Automatic,First,Petrol,1346000
C1316,Honda,City,Sedan,2017,7,75000,Automatic,Second,Petrol,765000
C1317,Tata,Altroz,Hachback,2022,2,12000,Manual,First,Petrol,660000
C1318,Maruti Suzuki,Wagon-R,Hatchback,2018,6,114000,Manual,Second,Hybrid/CNG,290000
C1319,Maruti Suzuki,Wagon-R,Hatchback,2016,8,75000,Manual,First,Hybrid/CNG,315000
C1320,Renault,Triber,MUV,2021,3,36250,Manual,First,Petrol,575000
C1321,Mahindra,Thar,SUV,2022,2,40000,Manual,First,Diesel,1420000
C1322,Maruti Suzuki,Wagon-R,Hatchback,2017,7,53000,Automatic,First,Hybrid/CNG,465000
C1323,Renault,Triber,MUV,2020,4,26700,Automatic,First,Petrol,624999
C1324,Maruti Suzuki,Ertiga,MUV,2022,2,54000,Manual,First,Hybrid/CNG,1125000
C1325,Renault,KWID,Hatchback,2020,4,65000,Manual,First,Petrol,305000
C1326,Maruti Suzuki,Ignis,Hatchback,2021,3,31000,Manual,First,Petrol,520000
C1327,Maruti Suzuki,Ignis,Hatchback,2018,6,105000,Automatic,Second,Hybrid/CNG,380000
C1328,Kia,Seltos,SUV,2022,2,27300,Automatic,Second,Petrol,1295000
C1329,Maruti Suzuki,Ertiga,MUV,2017,7,70000,Automatic,First,Petrol,795000
C1330,Maruti Suzuki,Eeco,MPV,2019,5,760000,Manual,Second,Hybrid/CNG,290000
C1331,Renault,KWID,Hatchback,2017,7,61500,Manual,Second,Petrol,320000
C1332,Maruti Suzuki,S-Presso,Hatchback,2019,5,59000,Automatic,First,Petrol,475000
C1333,Maruti Suzuki,Ertiga,MUV,2016,8,41000,Manual,Second,Petrol,750000
C1334,Maruti Suzuki,A-Star,Sedan,2024,0,180000,Manual,Second,Hybrid/CNG,65000
C1335,Kia,Sonet,SUV,2021,3,65000,Automatic,First,Diesel,975000
C1336,Maruti Suzuki,Ertiga,MUV,2023,1,9990,Automatic,First,Hybrid/CNG,1100000
C1337,Maruti Suzuki,Baleno,Hatchback,2019,5,61000,Automatic,First,Petrol,645000
C1338,Toyota,Fortuner,SUV,2023,1,7900,Automatic,First,Diesel,4575000
C1339,Maruti Suzuki,Ertiga,MUV,2017,7,50000,Manual,Second,Hybrid/CNG,796000
C1340,Maruti Suzuki,Wagon-R,Hatchback,2020,4,65874,Manual,Second,Hybrid/CNG,490000
C1341,Maruti Suzuki,S-Presso,Hatchback,2022,2,170000,Automatic,First,Hybrid/CNG,170000
C1342,Maruti Suzuki,Baleno,Hatchback,2018,6,72000,Manual,First,Hybrid/CNG,525000
C1343,Maruti Suzuki,Brezza,SUV,2020,4,95000,Automatic,First,Petrol,751000
C1344,Maruti Suzuki,Eeco,MPV,2017,7,142000,Automatic,Second,Hybrid/CNG,340000
C1345,Honda,Amaze,Sedan,2019,5,30500,Automatic,Second,Petrol,642000
C1346,Hyundai,Creta,SUV,2023,1,8394,Manual,First,Petrol,1437000
C1347,Maruti Suzuki,Celerio,Hatchback,2019,5,68000,Manual,Second,Hybrid/CNG,410000
C1348,Hyundai,Aura,Sedan,2021,3,68000,Manual,First,Hybrid/CNG,695000
C1349,Maruti Suzuki,Celerio,Hatchback,2019,5,78000,Manual,First,Hybrid/CNG,425000
C1350,Mahindra,Thar,SUV,2023,1,49000,Manual,First,Diesel,1575000
C1351,Renault,KWID,Hatchback,2020,4,68000,Automatic,First,Hybrid/CNG,325000
C1352,Maruti Suzuki,Baleno,Hatchback,2017,7,50000,Manual,Second,Hybrid/CNG,500000
C1353,Mahindra,Thar,SUV,2021,3,10000,Automatic,Second,Petrol,1345000
C1354,Maruti Suzuki,Baleno,Hatchback,2017,7,35866,Automatic,First,Hybrid/CNG,499536
C1355,Maruti Suzuki,Baleno,Hatchback,2024,0,16500,Automatic,First,Hybrid/CNG,900000
C1356,Hyundai,Alcazar,SUV,2023,1,28000,Automatic,Second,Diesel,1925000
C1357,Honda,Amaze,Sedan,2019,5,60000,Manual,Second,Hybrid/CNG,535000
C1358,Maruti Suzuki,Ertiga,MUV,2022,2,46000,Automatic,First,Hybrid/CNG,1175000
C1359,Maruti Suzuki,Ertiga,MUV,2019,5,150000,Automatic,Second,Hybrid/CNG,650000
C1360,Maruti Suzuki,Ertiga,MUV,2022,2,52000,Manual,First,Petrol,1175000
C1361,Tata,Nexon,SUV,2021,3,24000,Automatic,First,Petrol,925000
C1362,Maruti Suzuki,Grand Vitara,SUV,2024,0,2000,Manual,First,Hybrid/CNG,1450000
C1363,Maruti Suzuki,Eeco,MPV,2021,3,170000,Automatic,First,Hybrid/CNG,370000
C1364,Toyota,Innova Crysta,MPV,2021,3,77000,Automatic,First,Diesel,2651000
C1365,Hyundai,Grand i10 Nios,Hatchback,2021,3,62457,Manual,First,Hybrid/CNG,565000
C1366,Maruti Suzuki,Celerio,Hatchback,2018,6,58000,Automatic,Second,Petrol,530000
C1367,Hyundai,Creta,SUV,2016,8,74000,Automatic,Second,Hybrid/CNG,850000
C1368,Mahindra,Thar,SUV,2023,1,40000,Manual,First,Diesel,1380000
C1369,Maruti Suzuki,Celerio,Hatchback,2017,7,49000,Manual,Second,Petrol,360000
C1370,Maruti Suzuki,Celerio,Hatchback,2016,8,110000,Automatic,Second,Hybrid/CNG,299000
C1371,Tata,Tiago,Hatchback,2022,2,37000,Manual,First,Hybrid/CNG,650000
C1372,Maruti Suzuki,Swift,Hatchback,2020,4,65000,Manual,First,Hybrid/CNG,525000
C1373,Maruti Suzuki,Celerio,Hatchback,2018,6,26000,Manual,First,Hybrid/CNG,490000
C1374,Renault,Triber,MUV,2020,4,27800,Manual,First,Petrol,520000
C1375,Volkswagen,Taigun,SUV,2021,3,59084,Automatic,First,Petrol,1565000
C1376,Volkswagen,GTI,Hatchback,2016,8,75000,Automatic,Second,Petrol,530000
C1377,Maruti Suzuki,Wagon-R,Hatchback,2016,8,73860,Automatic,Second,Hybrid/CNG,317000
C1378,Toyota,Fortuner,SUV,2022,2,11500,Automatic,First,Petrol,3600000
C1379,Maruti Suzuki,Baleno,Hatchback,2021,3,42470,Manual,First,Petrol,725000
C1380,Maruti Suzuki,Celerio,Hatchback,2022,2,99999,Manual,Second,Hybrid/CNG,530000
C1381,Hyundai,Verna,Sedan,2019,5,68580,Automatic,Second,Petrol,850000
C1382,Honda,Amaze,Sedan,2017,7,107000,Automatic,Second,Hybrid/CNG,285000
C1383,Hyundai,Venue,SUV,2022,2,20596,Manual,First,Diesel,1090000
C1384,Maruti Suzuki,Wagon-R,Hatchback,2020,4,65000,Automatic,First,Hybrid/CNG,480000
C1385,Maruti Suzuki,Eeco,MPV,2022,2,15000,Automatic,First,Hybrid/CNG,550000
C1386,Skoda,Kushaq,SUV,2021,3,36000,Automatic,First,Petrol,1490000
C1387,Hyundai,Creta,SUV,2022,2,44000,Automatic,First,Diesel,1690000
C1388,Maruti Suzuki,Alto-K10,Hatchback,2017,7,82000,Manual,First,Hybrid/CNG,350000
C1389,Hyundai,Grand i10 Nios,Hatchback,2022,2,50000,Manual,First,Hybrid/CNG,639999
C1390,Mahindra,Thar,SUV,2022,2,13800,Manual,Second,Diesel,1250000
C1391,Mahindra,Thar,SUV,2022,2,21700,Automatic,Second,Diesel,1475000
C1392,Renault,KWID,Hatchback,2020,4,55000,Automatic,Second,Hybrid/CNG,325000
C1393,Honda,City,Sedan,2017,7,74000,Automatic,Second,Petrol,765000
C1394,Maruti Suzuki,Wagon-R,Hatchback,2017,7,61200,Manual,First,Hybrid/CNG,385000
C1395,Maruti Suzuki,Eeco,MPV,2017,7,63000,Manual,First,Hybrid/CNG,440000
C1396,Maruti Suzuki,Ignis,Hatchback,2018,6,25000,Automatic,First,Petrol,425000
C1397,Maruti Suzuki,Baleno,Hatchback,2016,8,69000,Automatic,Second,Hybrid/CNG,489999
C1398,Maruti Suzuki,Ertiga,MUV,2019,5,60000,Automatic,First,Petrol,950000
C1399,Maruti Suzuki,Baleno,Hatchback,2016,8,77500,Automatic,Second,Hybrid/CNG,489999
C1400,Maruti Suzuki,XL6,MUV,2023,1,10000,Manual,First,Hybrid/CNG,1250000
C1401,Renault,Triber,MUV,2022,2,54000,Automatic,First,Petrol,725000
C1402,Toyota,Glanza,Hatchback,2021,3,16500,Automatic,Second,Petrol,840000
C1403,Maruti Suzuki,Wagon-R,Hatchback,2020,4,68000,Manual,Second,Petrol,49999
C1404,Maruti Suzuki,Wagon-R,Hatchback,2017,7,77000,Manual,First,Hybrid/CNG,420000
C1405,Maruti Suzuki,S-Presso,Hatchback,2023,1,20000,Automatic,First,Hybrid/CNG,600000
C1406,Maruti Suzuki,Celerio,Hatchback,2018,6,49000,Automatic,First,Petrol,505000
C1407,Maruti Suzuki,Ertiga,MUV,2018,6,72000,Manual,Second,Hybrid/CNG,690000
C1408,Maruti Suzuki,Ertiga,MUV,2021,3,67000,Manual,First,Hybrid/CNG,1080000
C1409,Honda,Amaze,Sedan,2017,7,81000,Manual,First,Hybrid/CNG,375000
C1410,Maruti Suzuki,Baleno,Hatchback,2020,4,32000,Manual,First,Petrol,690000
C1411,Maruti Suzuki,Ertiga,MUV,2017,7,58680,Manual,Second,Hybrid/CNG,675000
C1412,Maruti Suzuki,Ertiga,MUV,2021,3,53885,Automatic,First,Hybrid/CNG,1090000
C1413,Maruti Suzuki,Ertiga,MUV,2023,1,48000,Manual,First,Hybrid/CNG,1000000
C1414,Hyundai,Aura,Sedan,2022,2,59000,Automatic,First,Hybrid/CNG,680000
C1415,Skoda,Slavia,Sedan,2024,0,13000,Manual,First,Petrol,1200000
C1416,Maruti Suzuki,Baleno,Hatchback,2017,7,31853,Automatic,First,Hybrid/CNG,529000
C1417,Mahindra,Thar,SUV,2021,3,65000,Automatic,Second,Diesel,1295000
C1418,Tata,Tiago,Hatchback,2018,6,58526,Manual,First,Hybrid/CNG,339000
C1419,Maruti Suzuki,Eeco,MPV,2019,5,62400,Manual,First,Hybrid/CNG,470000
C1420,Toyota,Innova Crysta,MPV,2021,3,57000,Automatic,First,Diesel,2150000
C1421,Maruti Suzuki,Baleno,Hatchback,2018,6,78000,Manual,Second,Hybrid/CNG,500000
C1422,Maruti Suzuki,Celerio,Hatchback,2020,4,114000,Manual,Second,Hybrid/CNG,410000
C1423,Maruti Suzuki,Eeco,MPV,2020,4,67000,Manual,First,Hybrid/CNG,425000
C1424,Maruti Suzuki,Ertiga,MUV,2019,5,35000,Automatic,Second,Petrol,1200000
C1425,Tata,Tiago,Hatchback,2018,6,43000,Automatic,First,Hybrid/CNG,540000
C1426,Hyundai,Creta,SUV,2022,2,75000,Manual,First,Diesel,1300000
C1427,MG,Hector,SUV,2023,1,10500,Automatic,First,Petrol,2121000
C1428,Renault,KWID,Hatchback,2018,6,34000,Manual,First,Petrol,400000
C1429,Maruti Suzuki,Eeco,MPV,2022,2,12080,Automatic,First,Petrol,610000
C1430,Maruti Suzuki,Swift,Hatchback,2023,1,5000,Automatic,First,Hybrid/CNG,750000
C1431,Renault,KWID,Hatchback,2019,5,,Automatic,Second,Hybrid/CNG,310000
C1432,Maruti Suzuki,Baleno,Hatchback,2018,6,70000,Automatic,Second,Hybrid/CNG,450000
C1433,Maruti Suzuki,Eeco,MPV,2021,3,60000,Automatic,First,Hybrid/CNG,450000
C1434,Maruti Suzuki,Alto-K10,Hatchback,2017,7,52350,Automatic,First,Hybrid/CNG,299000
C1435,Kia,Sonet,SUV,2021,3,34000,Automatic,First,Hybrid/CNG,899000
C1436,Hyundai,Aura,Sedan,2020,4,62370,Automatic,Second,Hybrid/CNG,675000
C1437,Maruti Suzuki,Wagon-R,Hatchback,2021,3,65000,Manual,First,Hybrid/CNG,525000
C1438,Tata,Harrier,SUV,2022,2,65550,Manual,First,Diesel,1400000
C1439,Hyundai,Creta,SUV,2021,3,14125,Manual,First,Petrol,1152000
C1440,Maruti Suzuki,Ertiga,MUV,2020,4,80000,Automatic,First,Hybrid/CNG,680000
C1441,Maruti Suzuki,Celerio,Hatchback,2017,7,62000,Automatic,Second,Petrol,382000
C1442,Maruti Suzuki,Baleno,Hatchback,2017,7,69000,Automatic,First,Petrol,685000
C1443,Tata,Nexon,SUV,2021,3,24000,Manual,First,Petrol,780000
C1444,Renault,KWID,Hatchback,2020,4,71200,Automatic,First,Hybrid/CNG,400000
C1445,Hyundai,Creta,SUV,2017,7,68000,Automatic,First,Petrol,790000
C1446,Honda,Amaze,Sedan,2016,8,102458,Manual,Second,Petrol,335000
C1447,Maruti Suzuki,S-Presso,Hatchback,2021,3,82100,Manual,First,Hybrid/CNG,410000
C1448,Maruti Suzuki,Celerio,Hatchback,2022,2,10000,Automatic,First,Petrol,590000
C1449,Hyundai,Grand i10 Nios,Hatchback,2022,2,24512,Manual,First,Petrol,675000
C1450,Maruti Suzuki,Baleno,Hatchback,2022,2,9800,Automatic,First,Petrol,790000
C1451,Maruti Suzuki,Swift,Hatchback,2019,5,58000,Manual,First,Petrol,615000
C1452,Kia,Seltos,SUV,2021,3,34500,Automatic,Second,Diesel,1550000
C1453,Kia,Seltos,SUV,2023,1,23000,Automatic,First,Diesel,1845000
C1454,Maruti Suzuki,Celerio,Hatchback,2017,7,63395,Manual,First,Hybrid/CNG,420000
C1455,Honda,City,Sedan,2017,7,92000,Automatic,Second,Petrol,651000
C1456,Maruti Suzuki,Grand Vitara,SUV,2022,2,27000,Automatic,First,Hybrid/CNG,1495000
C1457,Maruti Suzuki,Dzire,Sedan,2022,2,24950,Manual,First,Hybrid/CNG,820000
C1458,Maruti Suzuki,Ertiga,MUV,2021,3,81800,Manual,First,Hybrid/CNG,975000
C1459,Maruti Suzuki,Ertiga,MUV,2019,5,90000,Manual,Second,Hybrid/CNG,750000
C1460,Maruti Suzuki,Celerio,Hatchback,2017,7,80000,Manual,First,Hybrid/CNG,400000
C1461,Maruti Suzuki,S-Presso,Hatchback,2020,4,31000,Automatic,First,Petrol,420000
C1462,Maruti Suzuki,XL6,MUV,2021,3,70000,Automatic,First,Hybrid/CNG,960000
C1463,Maruti Suzuki,Eeco,MPV,2022,2,11000,Automatic,First,Hybrid/CNG,650000
C1464,Maruti Suzuki,Ertiga,MUV,2019,5,85000,Automatic,First,Petrol,845000
C1465,Hyundai,Verna,Sedan,2019,5,37000,Manual,Second,Petrol,825000
C1466,Honda,City,Sedan,2018,6,78000,Automatic,First,Petrol,710000
C1467,Maruti Suzuki,Ertiga,MUV,2023,1,31500,Manual,First,Hybrid/CNG,1120000
C1468,Renault,KWID,Hatchback,2020,4,52000,Automatic,First,Hybrid/CNG,349000
C1469,Tata,Tigor,Sedan,2023,1,30000,Manual,First,Hybrid/CNG,680000
C1470,Maruti Suzuki,Wagon-R,Hatchback,2019,5,49000,Manual,First,Hybrid/CNG,425000
C1471,Kia,Seltos,SUV,2022,2,31000,Automatic,First,Petrol,1675000
C1472,Maruti Suzuki,Eeco,MPV,2017,7,84240,Automatic,Second,Hybrid/CNG,295000
C1473,Maruti Suzuki,Dzire,Sedan,2018,6,44574,Automatic,First,Petrol,675000
C1474,Hyundai,Creta,SUV,2023,1,6000,Automatic,First,Diesel,2011000
C1475,Mahindra,Bolero,SUV,2021,3,41000,Manual,First,Diesel,851000
C1476,Maruti Suzuki,Baleno,Hatchback,2018,6,41000,Automatic,First,Petrol,745000
C1477,Honda,City,Sedan,2017,7,90000,Automatic,Second,Hybrid/CNG,655000
C1478,Maruti Suzuki,Celerio,Hatchback,2018,6,74000,Automatic,First,Hybrid/CNG,450000
C1479,Maruti Suzuki,Baleno,Hatchback,2017,7,76483,Manual,Second,Petrol,572000
C1480,Maruti Suzuki,Baleno,Hatchback,2016,8,46000,Automatic,Second,Petrol,525000
C1481,Maruti Suzuki,Celerio,Hatchback,2017,7,160000,Automatic,First,Petrol,375000
C1482,Toyota,Innova Crysta,MPV,2020,4,83000,Automatic,First,Petrol,1711000
C1483,Maruti Suzuki,Swift,Hatchback,2023,1,15500,Manual,First,Hybrid/CNG,865000
C1484,Toyota,Urban Cruiser Hyryder,SUV,2023,1,12000,Automatic,First,Hybrid/CNG,1950000
C1485,Hyundai,Venue,SUV,2023,1,28000,Automatic,First,Petrol,1250000
C1486,Maruti Suzuki,Ertiga,MUV,2021,3,76000,Automatic,First,Petrol,1075000
C1487,Maruti Suzuki,Baleno,Hatchback,2017,7,14000,Automatic,First,Petrol,650000
C1488,Maruti Suzuki,Eeco,MPV,2019,5,,Automatic,Second,Hybrid/CNG,450000
C1489,MG,Hector,SUV,2020,4,29000,Automatic,First,Petrol,1370000
C1490,Maruti Suzuki,Swift,Hatchback,2020,4,52000,Automatic,First,Petrol,625000
C1491,Maruti Suzuki,Swift,Hatchback,2021,3,34000,Automatic,First,Petrol,790000
C1492,Hyundai,Aura,Sedan,2022,2,59000,Automatic,Second,Hybrid/CNG,680000
C1493,Maruti Suzuki,Wagon-R,Hatchback,2016,8,55000,Automatic,Second,Petrol,425000
C1494,Kia,Seltos,SUV,2021,3,48500,Automatic,First,Diesel,1725000
C1495,Maruti Suzuki,Swift,Hatchback,2022,2,15000,Automatic,First,Petrol,700000
C1496,Hyundai,Aura,Sedan,2023,1,70000,Automatic,First,Hybrid/CNG,220000
C1497,Mahindra,Bolero,SUV,2021,3,88200,Manual,First,Diesel,820000
C1498,Maruti Suzuki,Wagon-R,Hatchback,2018,6,48000,Automatic,First,Petrol,448000
C1499,Toyota,Urban Cruiser Hyryder,SUV,2022,2,29000,Automatic,First,Hybrid/CNG,1750000
C1500,Tata,Punch ,SUV,2023,1,30000,Automatic,First,Diesel,350000
C1501,Hyundai,Grand i10 Nios,Hatchback,2022,2,58000,Manual,First,Petrol,600000
C1502,Maruti Suzuki,Swift,Hatchback,2016,8,85000,Manual,Second,Petrol,480000
C1503,Maruti Suzuki,Wagon-R,Hatchback,2022,2,23000,Manual,First,Hybrid/CNG,599000
C1504,Maruti Suzuki,Alto-K10,Hatchback,2019,5,60000,Manual,Second,Petrol,375000
C1505,Hyundai,Aura,Sedan,2021,3,34300,Manual,First,Hybrid/CNG,705000
C1506,Kia,Seltos,SUV,2020,4,58000,Automatic,Second,Petrol,1290000
C1507,Maruti Suzuki,Ertiga,MUV,2016,8,80000,Manual,Second,Hybrid/CNG,689999
C1508,Maruti Suzuki,Baleno,Hatchback,2019,5,46000,Manual,Second,Petrol,510000
C1509,Maruti Suzuki,XL6,MUV,2021,3,63900,Automatic,First,Petrol,999000
C1510,Renault,KWID,Hatchback,2017,7,58097,Manual,First,Petrol,355000
C1511,Maruti Suzuki,Eeco,MPV,2022,2,16000,Manual,First,Hybrid/CNG,620000
C1512,Maruti Suzuki,Wagon-R,Hatchback,2019,5,68000,Manual,Second,Hybrid/CNG,475000
C1513,Maruti Suzuki,Wagon-R,Hatchback,2017,7,150000,Automatic,Second,Hybrid/CNG,230000
C1514,Hyundai,Creta,SUV,2022,2,16000,Manual,First,Petrol,1300000
C1515,Maruti Suzuki,Wagon-R,Hatchback,2016,8,78000,Automatic,Second,Hybrid/CNG,240000
C1516,Maruti Suzuki,Baleno,Hatchback,2017,7,70000,Manual,First,Petrol,670000
C1517,Maruti Suzuki,XL6,MUV,2023,1,19500,Automatic,First,Petrol,1375000
C1518,Hyundai,Creta,SUV,2016,8,78000,Manual,Second,Petrol,675000
C1519,Honda,City,Sedan,2017,7,75000,Automatic,Second,Petrol,765000
C1520,MG,Hector,SUV,2020,4,46450,Automatic,First,Petrol,1550000
C1521,Tata,Tiago,Hatchback,2024,0,17282,Manual,First,Hybrid/CNG,675000
C1522,Maruti Suzuki,Swift,Hatchback,2024,0,18950,Automatic,First,Petrol,950000
C1523,Hyundai,Grand i10 Nios,Hatchback,2023,1,7000,Manual,First,Petrol,825000
C1524,Maruti Suzuki,Baleno,Hatchback,2018,6,122289,Automatic,Second,Petrol,574000
C1525,Skoda,Kushaq,SUV,2022,2,8000,Automatic,First,Petrol,1290000
C1526,Maruti Suzuki,Celerio,Hatchback,2021,3,32,Automatic,First,Hybrid/CNG,450000
C1527,Tata,Tigor,Sedan,2024,0,4300,Automatic,First,Hybrid/CNG,1050000
C1528,Honda,City,Sedan,2018,6,44902,Automatic,Second,Petrol,699000
C1529,Maruti Suzuki,XL6,MUV,2019,5,35000,Manual,Second,Petrol,990000
C1530,Maruti Suzuki,Wagon R,Hatchback,2016,8,89000,Automatic,First,Petrol,460000
C1531,Maruti Suzuki,Grand Vitara,SUV,2024,0,13400,Automatic,First,Hybrid/CNG,2045000
C1532,Kia,Sonet,SUV,2020,4,50000,Manual,First,Petrol,740000
C1533,Tata,Tigor,Sedan,2019,5,52600,Automatic,First,Hybrid/CNG,685000
C1534,Renault,KWID,Hatchback,2017,7,55000,Automatic,First,Petrol,345000
C1535,Maruti Suzuki,Eeco,MPV,2021,3,52000,Manual,Second,Petrol,395000
C1536,Hyundai,Aura,Sedan,2020,4,41000,Manual,Second,Hybrid/CNG,645001
C1537,Honda,Amaze,Sedan,2021,3,3900,Manual,Second,Petrol,660000
C1538,Maruti Suzuki,Celerio,Hatchback,2020,4,65000,Manual,Second,Hybrid/CNG,369000
C1539,Maruti Suzuki,Baleno,Hatchback,2021,3,29000,Manual,First,Petrol,690000
C1540,Maruti Suzuki,Jimny,SUV,2023,1,521,Manual,First,Petrol,1435000
C1541,Toyota,Innova Crysta,MPV,2021,3,38000,Automatic,Second,Petrol,2000000
C1542,Hyundai,Verna,Sedan,2023,1,23000,Automatic,First,Petrol,1560000
C1543,Maruti Suzuki,S-Presso,Hatchback,2023,1,13000,Manual,First,Hybrid/CNG,499000
C1544,Hyundai,Grand i10 Nios,Hatchback,2022,2,50000,Manual,First,Hybrid/CNG,639999
C1545,Maruti Suzuki,Swift,Hatchback,2016,8,88000,Manual,First,Petrol,430000
C1546,Tata,Nexon,SUV,2019,5,36788,Automatic,Second,Petrol,780000
C1547,Maruti Suzuki,Celerio,Hatchback,2016,8,110000,Automatic,Second,Hybrid/CNG,299000
C1548,Maruti Suzuki,Wagon-R,Hatchback,2016,8,150000,Automatic,First,Hybrid/CNG,180000
C1549,Maruti Suzuki,Ertiga,MUV,2021,3,29500,Manual,First,Hybrid/CNG,1180000
C1550,Maruti Suzuki,Alto-K10,Hatchback,2019,5,37000,Manual,Second,Hybrid/CNG,345000
C1551,Maruti Suzuki,Eeco,MPV,2018,6,83200,Manual,Second,Hybrid/CNG,325000
C1552,Maruti Suzuki,Wagon-R,Hatchback,2016,8,57000,Automatic,Second,Hybrid/CNG,345000
C1553,Toyota,Glanza,Hatchback,2021,3,21000,Automatic,First,Petrol,850000
C1554,Maruti Suzuki,Ertiga,MUV,2016,8,99000,Manual,Second,Hybrid/CNG,689000
C1555,Maruti Suzuki,Ertiga,MUV,2016,8,63000,Manual,First,Hybrid/CNG,695000
C1556,Mahindra,Thar,SUV,2023,1,4400,Automatic,Second,Petrol,1350000
C1557,Renault,KWID,Hatchback,2017,7,30877,Automatic,Second,Hybrid/CNG,265000
C1558,Toyota,Glanza,Hatchback,2023,1,24000,Automatic,First,Petrol,850000
C1559,Maruti Suzuki,Celerio,Hatchback,2016,8,70000,Automatic,Second,Hybrid/CNG,380000
C1560,Renault,Triber,MUV,2022,2,18000,Manual,First,Hybrid/CNG,695000
C1561,Maruti Suzuki,Swift,Hatchback,2021,3,29000,Automatic,First,Petrol,765000
